icao,airport_name,city,state,country,airport_link,source_url,raw_image,cleaned_image,status,error,crop_bbox
KODO,Odessa-Schlemeyer Field,Odessa,TX,USA,https://acukwik.com/Airport-Info/KODO,https://acukwik.com/extimages/Listing-Images/KODO.jpg,runway_diagrams/raw/KODO.jpg,runway_diagrams/cleaned/KODO.jpg,ok,,"0,0,414,432"
KOGD,Ogden/Hinckley,Ogden,UT,USA,https://acukwik.com/Airport-Info/KOGD,https://acukwik.com/extimages/Listing-Images/KOGD.jpg,runway_diagrams/raw/KOGD.jpg,runway_diagrams/cleaned/KOGD.jpg,ok,,"0,0,575,575"
KOJC,Johnson County Executive,Olathe,KS,USA,https://acukwik.com/Airport-Info/KOJC,https://acukwik.com/extimages/Listing-Images/KOJC.jpg,runway_diagrams/raw/KOJC.jpg,runway_diagrams/cleaned/KOJC.jpg,ok,,"0,0,575,550"
KOKC,OKC Will Rogers International,Oklahoma City,OK,USA,https://acukwik.com/Airport-Info/KOKC,https://acukwik.com/extimages/Listing-Images/KOKC.jpg,runway_diagrams/raw/KOKC.jpg,runway_diagrams/cleaned/KOKC.jpg,ok,,"0,0,575,700"
KOLM,Olympia Regional,Olympia,WA,USA,https://acukwik.com/Airport-Info/KOLM,https://acukwik.com/extimages/Listing-Images/KOLM.jpg,runway_diagrams/raw/KOLM.jpg,runway_diagrams/cleaned/KOLM.jpg,ok,,"0,0,414,432"
KOLV,Olive Branch/Taylor Field,Olive Branch,MS,USA,https://acukwik.com/Airport-Info/KOLV,https://acukwik.com/extimages/Listing-Images/KOLV.jpg,runway_diagrams/raw/KOLV.jpg,runway_diagrams/cleaned/KOLV.jpg,ok,,"0,0,575,500"
KOMA,Eppley Airfield,Omaha,NE,USA,https://acukwik.com/Airport-Info/KOMA,https://acukwik.com/extimages/Listing-Images/KOMA.jpg,runway_diagrams/raw/KOMA.jpg,runway_diagrams/cleaned/KOMA.jpg,ok,,"0,0,575,750"
KONT,Ontario International,Ontario,CA,USA,https://acukwik.com/Airport-Info/KONT,https://acukwik.com/extimages/Listing-Images/KONT.jpg,runway_diagrams/raw/KONT.jpg,runway_diagrams/cleaned/KONT.jpg,ok,,"0,0,575,450"
KOPF,Miami-Opa Locka Executive,Miami,FL,USA,https://acukwik.com/Airport-Info/KOPF,https://acukwik.com/extimages/Listing-Images/KOPF.jpg,runway_diagrams/raw/KOPF.jpg,runway_diagrams/cleaned/KOPF.jpg,ok,,"0,0,1000,1217"
KOQU,Quonset State,North Kingstown,RI,USA,https://acukwik.com/Airport-Info/KOQU,https://acukwik.com/extimages/Listing-Images/KOQU.jpg,runway_diagrams/raw/KOQU.jpg,runway_diagrams/cleaned/KOQU.jpg,ok,,"0,0,414,396"
KORD,Chicago O'Hare International,Chicago,IL,USA,https://acukwik.com/Airport-Info/KORD,https://acukwik.com/extimages/Listing-Images/KORD.jpg,runway_diagrams/raw/KORD.jpg,runway_diagrams/cleaned/KORD.jpg,ok,,"0,0,575,1250"
KORF,Norfolk International,Norfolk,VA,USA,https://acukwik.com/Airport-Info/KORF,https://acukwik.com/extimages/Listing-Images/KORF.jpg,runway_diagrams/raw/KORF.jpg,runway_diagrams/cleaned/KORF.jpg,ok,,"0,0,575,500"
KORH,Worcester Regional,Worcester,MA,USA,https://acukwik.com/Airport-Info/KORH,https://acukwik.com/extimages/Listing-Images/KORH.jpg,runway_diagrams/raw/KORH.jpg,runway_diagrams/cleaned/KORH.jpg,ok,,"0,0,575,500"
KORL,Orlando Exec,Orlando,FL,USA,https://acukwik.com/Airport-Info/KORL,https://acukwik.com/extimages/Listing-Images/KORL.jpg,runway_diagrams/raw/KORL.jpg,runway_diagrams/cleaned/KORL.jpg,ok,,"0,0,575,425"
KOSH,Wittman Regional,Oshkosh,WI,USA,https://acukwik.com/Airport-Info/KOSH,https://acukwik.com/extimages/Listing-Images/KOSH.jpg,runway_diagrams/raw/KOSH.jpg,runway_diagrams/cleaned/KOSH.jpg,ok,,"0,0,575,825"
KOSU,Ohio State University,Columbus,OH,USA,https://acukwik.com/Airport-Info/KOSU,https://acukwik.com/extimages/Listing-Images/KOSU.jpg,runway_diagrams/raw/KOSU.jpg,runway_diagrams/cleaned/KOSU.jpg,ok,,"0,0,575,525"
KOTH,Southwest Oregon Regional,North Bend,OR,USA,https://acukwik.com/Airport-Info/KOTH,https://acukwik.com/extimages/Listing-Images/KOTH.jpg,runway_diagrams/raw/KOTH.jpg,runway_diagrams/cleaned/KOTH.jpg,ok,,"0,0,414,378"
KOWB,Owensboro/Daviess County Regional,Owensboro,KY,USA,https://acukwik.com/Airport-Info/KOWB,https://acukwik.com/extimages/Listing-Images/KOWB.jpg,runway_diagrams/raw/KOWB.jpg,runway_diagrams/cleaned/KOWB.jpg,ok,,"0,0,414,378"
KOWD,Norwood Memorial,Norwood,MA,USA,https://acukwik.com/Airport-Info/KOWD,https://acukwik.com/extimages/Listing-Images/KOWD.jpg,runway_diagrams/raw/KOWD.jpg,runway_diagrams/cleaned/KOWD.jpg,ok,,"0,0,414,360"
KOWP,William R. Pogue Municipal/Sand Springs,Sand Springs,OK,USA,https://acukwik.com/Airport-Info/KOWP,https://acukwik.com/extimages/Listing-Images/KOWP.jpg,runway_diagrams/raw/KOWP.jpg,runway_diagrams/cleaned/KOWP.jpg,ok,,"0,0,414,378"
KOXC,Waterbury/Oxford,Oxford,CT,USA,https://acukwik.com/Airport-Info/KOXC,https://acukwik.com/extimages/Listing-Images/KOXC.jpg,runway_diagrams/raw/KOXC.jpg,runway_diagrams/cleaned/KOXC.jpg,ok,,"0,0,575,575"
KOXR,Oxnard,Oxnard,CA,USA,https://acukwik.com/Airport-Info/KOXR,https://acukwik.com/extimages/Listing-Images/KOXR.jpg,runway_diagrams/raw/KOXR.jpg,runway_diagrams/cleaned/KOXR.jpg,ok,,"0,0,414,306"
KPAE,Seattle Paine Field International,Everett,WA,USA,https://acukwik.com/Airport-Info/KPAE,https://acukwik.com/extimages/Listing-Images/KPAE.jpg,runway_diagrams/raw/KPAE.jpg,runway_diagrams/cleaned/KPAE.jpg,ok,,"0,0,575,575"
KPAH,Barkley Regional,Paducah,KY,USA,https://acukwik.com/Airport-Info/KPAH,https://acukwik.com/extimages/Listing-Images/KPAH.jpg,runway_diagrams/raw/KPAH.jpg,runway_diagrams/cleaned/KPAH.jpg,ok,,"0,0,575,550"
KPAO,Palo Alto,Palo Alto,CA,USA,https://acukwik.com/Airport-Info/KPAO,https://acukwik.com/extimages/Listing-Images/KPAO.jpg,runway_diagrams/raw/KPAO.jpg,runway_diagrams/cleaned/KPAO.jpg,ok,,"0,0,414,468"
KPBG,Plattsburgh International,Plattsburgh,NY,USA,https://acukwik.com/Airport-Info/KPBG,https://acukwik.com/extimages/Listing-Images/KPBG.jpg,runway_diagrams/raw/KPBG.jpg,runway_diagrams/cleaned/KPBG.jpg,ok,,"0,0,414,504"
KPBI,Palm Beach International,West Palm Beach,FL,USA,https://acukwik.com/Airport-Info/KPBI,https://acukwik.com/extimages/Listing-Images/KPBI.jpg,runway_diagrams/raw/KPBI.jpg,runway_diagrams/cleaned/KPBI.jpg,ok,,"0,0,575,550"
KPDK,Dekalb/Peachtree,Atlanta,GA,USA,https://acukwik.com/Airport-Info/KPDK,https://acukwik.com/extimages/Listing-Images/KPDK.jpg,runway_diagrams/raw/KPDK.jpg,runway_diagrams/cleaned/KPDK.jpg,ok,,"0,0,575,775"
KPDX,Portland International,Portland,OR,USA,https://acukwik.com/Airport-Info/KPDX,https://acukwik.com/extimages/Listing-Images/KPDX.jpg,runway_diagrams/raw/KPDX.jpg,runway_diagrams/cleaned/KPDX.jpg,ok,,"0,0,575,650"
KPHF,Newport News/Williamsburg Intl/Patrick Henry Field,Newport News,VA,USA,https://acukwik.com/Airport-Info/KPHF,https://acukwik.com/extimages/Listing-Images/KPHF.jpg,runway_diagrams/raw/KPHF.jpg,runway_diagrams/cleaned/KPHF.jpg,ok,,"0,0,575,550"
KPHK,Palm Beach Co Glades,Pahokee,FL,USA,https://acukwik.com/Airport-Info/KPHK,https://acukwik.com/extimages/Listing-Images/KPHK.jpg,runway_diagrams/raw/KPHK.jpg,runway_diagrams/cleaned/KPHK.jpg,ok,,"0,0,414,450"
KPHL,Philadelphia International,Philadelphia,PA,USA,https://acukwik.com/Airport-Info/KPHL,https://acukwik.com/extimages/Listing-Images/KPHL.jpg,runway_diagrams/raw/KPHL.jpg,runway_diagrams/cleaned/KPHL.jpg,ok,,"0,0,575,650"
KPHX,Phoenix Sky Harbor,Phoenix,AZ,USA,https://acukwik.com/Airport-Info/KPHX,https://acukwik.com/extimages/Listing-Images/KPHX.jpg,runway_diagrams/raw/KPHX.jpg,runway_diagrams/cleaned/KPHX.jpg,ok,,"0,0,414,360"
KPIA,Gen Wayne A Downing Peoria International,Peoria,IL,USA,https://acukwik.com/Airport-Info/KPIA,https://acukwik.com/extimages/Listing-Images/KPIA.jpg,runway_diagrams/raw/KPIA.jpg,runway_diagrams/cleaned/KPIA.jpg,ok,,"0,0,575,600"
KPIE,St Petersburg Clearwater International,St Petersburg,FL,USA,https://acukwik.com/Airport-Info/KPIE,https://acukwik.com/extimages/Listing-Images/KPIE.jpg,runway_diagrams/raw/KPIE.jpg,runway_diagrams/cleaned/KPIE.jpg,ok,,"0,0,414,558"
KPIH,Pocatello Regional,Pocatello,ID,USA,https://acukwik.com/Airport-Info/KPIH,https://acukwik.com/extimages/Listing-Images/KPIH.jpg,runway_diagrams/raw/KPIH.jpg,runway_diagrams/cleaned/KPIH.jpg,ok,,"0,0,575,500"
KPIT,Pittsburgh International,Pittsburgh,PA,USA,https://acukwik.com/Airport-Info/KPIT,https://acukwik.com/extimages/Listing-Images/KPIT.jpg,runway_diagrams/raw/KPIT.jpg,runway_diagrams/cleaned/KPIT.jpg,ok,,"0,0,575,575"
KPLK,M. Graham Clark Downtown,Point Lookout,MO,USA,https://acukwik.com/Airport-Info/KPLK,https://acukwik.com/extimages/Listing-Images/KPLK.jpg,runway_diagrams/raw/KPLK.jpg,runway_diagrams/cleaned/KPLK.jpg,ok,,"0,0,414,306"
KPLN,Pellston Regional of Emmet County,Pellston,MI,USA,https://acukwik.com/Airport-Info/KPLN,https://acukwik.com/extimages/Listing-Images/KPLN.jpg,runway_diagrams/raw/KPLN.jpg,runway_diagrams/cleaned/KPLN.jpg,ok,,"0,0,414,396"
KPMP,Pompano Beach Airpark,Pompano Beach,FL,USA,https://acukwik.com/Airport-Info/KPMP,https://acukwik.com/extimages/Listing-Images/KPMP.jpg,runway_diagrams/raw/KPMP.jpg,runway_diagrams/cleaned/KPMP.jpg,ok,,"0,0,414,432"
KPNE,Northeast Philadelphia,Philadelphia,PA,USA,https://acukwik.com/Airport-Info/KPNE,https://acukwik.com/extimages/Listing-Images/KPNE.jpg,runway_diagrams/raw/KPNE.jpg,runway_diagrams/cleaned/KPNE.jpg,ok,,"0,0,575,650"
KPNS,Pensacola International,Pensacola,FL,USA,https://acukwik.com/Airport-Info/KPNS,https://acukwik.com/extimages/Listing-Images/KPNS.jpg,runway_diagrams/raw/KPNS.jpg,runway_diagrams/cleaned/KPNS.jpg,ok,,"0,0,414,450"
KPOU,Hudson Valley Regional,Poughkeepsie,NY,USA,https://acukwik.com/Airport-Info/KPOU,https://acukwik.com/extimages/Listing-Images/KPOU.jpg,runway_diagrams/raw/KPOU.jpg,runway_diagrams/cleaned/KPOU.jpg,ok,,"0,0,575,450"
KPRB,Paso Robles Municipal,Paso Robles,CA,USA,https://acukwik.com/Airport-Info/KPRB,https://acukwik.com/extimages/Listing-Images/KPRB.jpg,runway_diagrams/raw/KPRB.jpg,runway_diagrams/cleaned/KPRB.jpg,ok,,"0,0,414,432"
KPSM,Portsmouth Intl at Pease,Portsmouth,NH,USA,https://acukwik.com/Airport-Info/KPSM,https://acukwik.com/extimages/Listing-Images/KPSM.jpg,runway_diagrams/raw/KPSM.jpg,runway_diagrams/cleaned/KPSM.jpg,ok,,"0,0,414,378"
KPSP,Palm Springs International,Palm Springs,CA,USA,https://acukwik.com/Airport-Info/KPSP,https://acukwik.com/extimages/Listing-Images/KPSP.jpg,runway_diagrams/raw/KPSP.jpg,runway_diagrams/cleaned/KPSP.jpg,ok,,"0,0,575,713"
KPTK,Oakland County International,Pontiac,MI,USA,https://acukwik.com/Airport-Info/KPTK,https://acukwik.com/extimages/Listing-Images/KPTK.jpg,runway_diagrams/raw/KPTK.jpg,runway_diagrams/cleaned/KPTK.jpg,ok,,"0,0,414,306"
KPUB,Pueblo Memorial,Pueblo,CO,USA,https://acukwik.com/Airport-Info/KPUB,https://acukwik.com/extimages/Listing-Images/KPUB.jpg,runway_diagrams/raw/KPUB.jpg,runway_diagrams/cleaned/KPUB.jpg,ok,,"0,0,414,396"
KPVD,Rhode Island TF Green International,Providence,RI,USA,https://acukwik.com/Airport-Info/KPVD,https://acukwik.com/extimages/Listing-Images/KPVD.jpg,runway_diagrams/raw/KPVD.jpg,runway_diagrams/cleaned/KPVD.jpg,ok,,"0,0,575,650"
KPVU,Provo Municipal,Provo,UT,USA,https://acukwik.com/Airport-Info/KPVU,https://acukwik.com/extimages/Listing-Images/KPVU.jpg,runway_diagrams/raw/KPVU.jpg,runway_diagrams/cleaned/KPVU.jpg,ok,,"0,0,575,475"
KPWA,Wiley Post,Oklahoma City,OK,USA,https://acukwik.com/Airport-Info/KPWA,https://acukwik.com/extimages/Listing-Images/KPWA.jpg,runway_diagrams/raw/KPWA.jpg,runway_diagrams/cleaned/KPWA.jpg,ok,,"0,0,1000,1043"
KPWG,McGregor Executive,Waco,TX,USA,https://acukwik.com/Airport-Info/KPWG,https://acukwik.com/extimages/Listing-Images/KPWG.jpg,runway_diagrams/raw/KPWG.jpg,runway_diagrams/cleaned/KPWG.jpg,ok,,"0,0,414,432"
KPWK,Chicago Executive,Chicago,IL,USA,https://acukwik.com/Airport-Info/KPWK,https://acukwik.com/extimages/Listing-Images/KPWK.jpg,runway_diagrams/raw/KPWK.jpg,runway_diagrams/cleaned/KPWK.jpg,ok,,"0,0,575,725"
KPWM,Portland International Jetport,Portland,ME,USA,https://acukwik.com/Airport-Info/KPWM,https://acukwik.com/extimages/Listing-Images/KPWM.jpg,runway_diagrams/raw/KPWM.jpg,runway_diagrams/cleaned/KPWM.jpg,ok,,"0,0,1000,1043"
KRAP,Rapid City Regional,Rapid City,SD,USA,https://acukwik.com/Airport-Info/KRAP,https://acukwik.com/extimages/Listing-Images/KRAP.jpg,runway_diagrams/raw/KRAP.jpg,runway_diagrams/cleaned/KRAP.jpg,ok,,"0,0,414,378"
KRBD,Dallas Executive,Dallas,TX,USA,https://acukwik.com/Airport-Info/KRBD,https://acukwik.com/extimages/Listing-Images/KRBD.jpg,runway_diagrams/raw/KRBD.jpg,runway_diagrams/cleaned/KRBD.jpg,ok,,"0,0,575,600"
KRDG,Reading Regional/Carl A Spaatz Field,Reading,PA,USA,https://acukwik.com/Airport-Info/KRDG,https://acukwik.com/extimages/Listing-Images/KRDG.jpg,runway_diagrams/raw/KRDG.jpg,runway_diagrams/cleaned/KRDG.jpg,ok,,"0,0,575,500"
KRDM,Roberts Field,Redmond,OR,USA,https://acukwik.com/Airport-Info/KRDM,https://acukwik.com/extimages/Listing-Images/KRDM.jpg,runway_diagrams/raw/KRDM.jpg,runway_diagrams/cleaned/KRDM.jpg,ok,,"0,0,575,550"
KRDU,Raleigh-Durham International,Raleigh/Durham,NC,USA,https://acukwik.com/Airport-Info/KRDU,https://acukwik.com/extimages/Listing-Images/KRDU.jpg,runway_diagrams/raw/KRDU.jpg,runway_diagrams/cleaned/KRDU.jpg,ok,,"0,0,575,725"
KREG,Louisiana Regional,Gonzales,LA,USA,https://acukwik.com/Airport-Info/KREG,https://acukwik.com/extimages/Listing-Images/KREG.jpg,runway_diagrams/raw/KREG.jpg,runway_diagrams/cleaned/KREG.jpg,ok,,"0,0,414,468"
KRFD,Chicago/Rockford International,Rockford,IL,USA,https://acukwik.com/Airport-Info/KRFD,https://acukwik.com/extimages/Listing-Images/KRFD.jpg,runway_diagrams/raw/KRFD.jpg,runway_diagrams/cleaned/KRFD.jpg,ok,,"0,0,575,500"
KRIC,Richmond International,Richmond,VA,USA,https://acukwik.com/Airport-Info/KRIC,https://acukwik.com/extimages/Listing-Images/KRIC.jpg,runway_diagrams/raw/KRIC.jpg,runway_diagrams/cleaned/KRIC.jpg,ok,,"0,0,414,540"
KRIL,Garfield County Regional,Rifle,CO,USA,https://acukwik.com/Airport-Info/KRIL,https://acukwik.com/extimages/Listing-Images/KRIL.jpg,runway_diagrams/raw/KRIL.jpg,runway_diagrams/cleaned/KRIL.jpg,ok,,"0,0,575,425"
KRIV,March ARB,Riverside,CA,USA,https://acukwik.com/Airport-Info/KRIV,https://acukwik.com/extimages/Listing-Images/KRIV.jpg,runway_diagrams/raw/KRIV.jpg,runway_diagrams/cleaned/KRIV.jpg,ok,,"0,0,414,468"
KRKD,Knox County Regional,Rockland,ME,USA,https://acukwik.com/Airport-Info/KRKD,https://acukwik.com/extimages/Listing-Images/KRKD.jpg,runway_diagrams/raw/KRKD.jpg,runway_diagrams/cleaned/KRKD.jpg,ok,,"0,0,575,475"
KRME,Griffiss International,Rome,NY,USA,https://acukwik.com/Airport-Info/KRME,https://acukwik.com/extimages/Listing-Images/KRME.jpg,runway_diagrams/raw/KRME.jpg,runway_diagrams/cleaned/KRME.jpg,ok,,"0,0,575,525"
KRMN,Stafford Regional,Stafford,VA,USA,https://acukwik.com/Airport-Info/KRMN,https://acukwik.com/extimages/Listing-Images/KRMN.jpg,runway_diagrams/raw/KRMN.jpg,runway_diagrams/cleaned/KRMN.jpg,ok,,"0,0,414,468"
KRNO,Reno-Tahoe International,Reno,NV,USA,https://acukwik.com/Airport-Info/KRNO,https://acukwik.com/extimages/Listing-Images/KRNO.jpg,runway_diagrams/raw/KRNO.jpg,runway_diagrams/cleaned/KRNO.jpg,ok,,"0,0,575,675"
KROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,USA,https://acukwik.com/Airport-Info/KROA,https://acukwik.com/extimages/Listing-Images/KROA.jpg,runway_diagrams/raw/KROA.jpg,runway_diagrams/cleaned/KROA.jpg,ok,,"0,0,575,600"
KROC,Frederick Douglass/Greater Rochester International,Rochester,NY,USA,https://acukwik.com/Airport-Info/KROC,https://acukwik.com/extimages/Listing-Images/KROC.jpg,runway_diagrams/raw/KROC.jpg,runway_diagrams/cleaned/KROC.jpg,ok,,"0,0,1000,1000"
KROG,Rogers Executive/Carter Field,Rogers,AR,USA,https://acukwik.com/Airport-Info/KROG,https://acukwik.com/extimages/Listing-Images/KROG.jpg,runway_diagrams/raw/KROG.jpg,runway_diagrams/cleaned/KROG.jpg,ok,,"0,0,414,414"
KRST,Rochester International,Rochester,MN,USA,https://acukwik.com/Airport-Info/KRST,https://acukwik.com/extimages/Listing-Images/KRST.jpg,runway_diagrams/raw/KRST.jpg,runway_diagrams/cleaned/KRST.jpg,ok,,"0,0,575,600"
KRSW,Southwest Florida International,Fort Myers,FL,USA,https://acukwik.com/Airport-Info/KRSW,https://acukwik.com/extimages/Listing-Images/KRSW.jpg,runway_diagrams/raw/KRSW.jpg,runway_diagrams/cleaned/KRSW.jpg,ok,,"0,0,414,324"
KRUT,Rutland/Southern Vermont Regional,Rutland,VT,USA,https://acukwik.com/Airport-Info/KRUT,https://acukwik.com/extimages/Listing-Images/KRUT.jpg,runway_diagrams/raw/KRUT.jpg,runway_diagrams/cleaned/KRUT.jpg,ok,,"0,0,575,500"
KRVS,Tulsa Riverside,Tulsa,OK,USA,https://acukwik.com/Airport-Info/KRVS,https://acukwik.com/extimages/Listing-Images/KRVS.jpg,runway_diagrams/raw/KRVS.jpg,runway_diagrams/cleaned/KRVS.jpg,ok,,"0,0,575,575"
KRWI,Rocky Mount/Wilson Regional,Rocky Mount,NC,USA,https://acukwik.com/Airport-Info/KRWI,https://acukwik.com/extimages/Listing-Images/KRWI.jpg,runway_diagrams/raw/KRWI.jpg,runway_diagrams/cleaned/KRWI.jpg,ok,,"0,0,575,625"
KRYV,Watertown Municipal,Watertown,WI,USA,https://acukwik.com/Airport-Info/KRYV,https://acukwik.com/extimages/Listing-Images/KRYV.jpg,runway_diagrams/raw/KRYV.jpg,runway_diagrams/cleaned/KRYV.jpg,ok,,"0,0,414,414"
KRYY,Cobb County International/Mccollum Field,Atlanta,GA,USA,https://acukwik.com/Airport-Info/KRYY,https://acukwik.com/extimages/Listing-Images/KRYY.jpg,runway_diagrams/raw/KRYY.jpg,runway_diagrams/cleaned/KRYY.jpg,ok,,"0,0,414,306"
KSAC,Sacramento Executive,Sacramento,CA,USA,https://acukwik.com/Airport-Info/KSAC,https://acukwik.com/extimages/Listing-Images/KSAC.jpg,runway_diagrams/raw/KSAC.jpg,runway_diagrams/cleaned/KSAC.jpg,ok,,"0,0,575,525"
KSAF,Santa Fe Regional,Santa Fe,NM,USA,https://acukwik.com/Airport-Info/KSAF,https://acukwik.com/extimages/Listing-Images/KSAF.jpg,runway_diagrams/raw/KSAF.jpg,runway_diagrams/cleaned/KSAF.jpg,ok,,"0,0,575,675"
KSAN,San Diego International/Lindbergh Field,San Diego,CA,USA,https://acukwik.com/Airport-Info/KSAN,https://acukwik.com/extimages/Listing-Images/KSAN.jpg,runway_diagrams/raw/KSAN.jpg,runway_diagrams/cleaned/KSAN.jpg,ok,,"0,0,575,425"
KSAT,San Antonio International,San Antonio,TX,USA,https://acukwik.com/Airport-Info/KSAT,https://acukwik.com/extimages/Listing-Images/KSAT.jpg,runway_diagrams/raw/KSAT.jpg,runway_diagrams/cleaned/KSAT.jpg,ok,,"0,0,575,750"
KSAV,Savannah/Hilton Head International,Savannah,GA,USA,https://acukwik.com/Airport-Info/KSAV,https://acukwik.com/extimages/Listing-Images/KSAV.jpg,runway_diagrams/raw/KSAV.jpg,runway_diagrams/cleaned/KSAV.jpg,ok,,"0,0,575,475"
KSBA,Santa Barbara Municipal Airport,Santa Barbara,CA,USA,https://acukwik.com/Airport-Info/KSBA,https://acukwik.com/extimages/Listing-Images/KSBA.jpg,runway_diagrams/raw/KSBA.jpg,runway_diagrams/cleaned/KSBA.jpg,ok,,"0,0,576,475"
KSBD,San Bernardino International,San Bernardino,CA,USA,https://acukwik.com/Airport-Info/KSBD,https://acukwik.com/extimages/Listing-Images/KSBD.jpg,runway_diagrams/raw/KSBD.jpg,runway_diagrams/cleaned/KSBD.jpg,ok,,"0,0,1000,739"
KSBM,Sheboygan County Memorial International,Sheboygan,WI,USA,https://acukwik.com/Airport-Info/KSBM,https://acukwik.com/extimages/Listing-Images/KSBM.jpg,runway_diagrams/raw/KSBM.jpg,runway_diagrams/cleaned/KSBM.jpg,ok,,"0,0,575,575"
KSBN,South Bend International,South Bend,IN,USA,https://acukwik.com/Airport-Info/KSBN,https://acukwik.com/extimages/Listing-Images/KSBN.jpg,runway_diagrams/raw/KSBN.jpg,runway_diagrams/cleaned/KSBN.jpg,ok,,"0,0,575,550"
KSCK,Stockton Metropolitan,Stockton,CA,USA,https://acukwik.com/Airport-Info/KSCK,https://acukwik.com/extimages/Listing-Images/KSCK.jpg,runway_diagrams/raw/KSCK.jpg,runway_diagrams/cleaned/KSCK.jpg,ok,,"0,0,575,550"
KSDF,Louisville Muhammad Ali International,Louisville,KY,USA,https://acukwik.com/Airport-Info/KSDF,https://acukwik.com/extimages/Listing-Images/KSDF.jpg,runway_diagrams/raw/KSDF.jpg,runway_diagrams/cleaned/KSDF.jpg,ok,,"0,0,575,700"
KSDL,Scottsdale,Scottsdale,AZ,USA,https://acukwik.com/Airport-Info/KSDL,https://acukwik.com/extimages/Listing-Images/KSDL.jpg,runway_diagrams/raw/KSDL.jpg,runway_diagrams/cleaned/KSDL.jpg,ok,,"0,0,575,525"
KSDM,Brown Field Municipal,San Diego,CA,USA,https://acukwik.com/Airport-Info/KSDM,https://acukwik.com/extimages/Listing-Images/KSDM.jpg,runway_diagrams/raw/KSDM.jpg,runway_diagrams/cleaned/KSDM.jpg,ok,,"0,0,575,425"
KSEA,Seattle Tacoma International,Seattle,WA,USA,https://acukwik.com/Airport-Info/KSEA,https://acukwik.com/extimages/Listing-Images/KSEA.jpg,runway_diagrams/raw/KSEA.jpg,runway_diagrams/cleaned/KSEA.jpg,ok,,"0,0,414,522"
KSEE,Gillespie Field,San Diego/El Cajon,CA,USA,https://acukwik.com/Airport-Info/KSEE,https://acukwik.com/extimages/Listing-Images/KSEE.jpg,runway_diagrams/raw/KSEE.jpg,runway_diagrams/cleaned/KSEE.jpg,ok,,"0,0,414,360"
KSFB,Orlando Sanford International,Orlando,FL,USA,https://acukwik.com/Airport-Info/KSFB,https://acukwik.com/extimages/Listing-Images/KSFB.jpg,runway_diagrams/raw/KSFB.jpg,runway_diagrams/cleaned/KSFB.jpg,ok,,"0,0,414,306"
KSFM,Sanford Seacoast Regional,Sanford,ME,USA,https://acukwik.com/Airport-Info/KSFM,https://acukwik.com/extimages/Listing-Images/KSFM.jpg,runway_diagrams/raw/KSFM.jpg,runway_diagrams/cleaned/KSFM.jpg,ok,,"0,0,414,306"
KSFO,San Francisco International,San Francisco,CA,USA,https://acukwik.com/Airport-Info/KSFO,https://acukwik.com/extimages/Listing-Images/KSFO.jpg,runway_diagrams/raw/KSFO.jpg,runway_diagrams/cleaned/KSFO.jpg,ok,,"0,0,1000,1217"
KSFZ,North Central State,Pawtucket,RI,USA,https://acukwik.com/Airport-Info/KSFZ,https://acukwik.com/extimages/Listing-Images/KSFZ.jpg,runway_diagrams/raw/KSFZ.jpg,runway_diagrams/cleaned/KSFZ.jpg,ok,,"0,0,414,342"
KSGF,Springfield/Branson National,Springfield,MO,USA,https://acukwik.com/Airport-Info/KSGF,https://acukwik.com/extimages/Listing-Images/KSGF.jpg,runway_diagrams/raw/KSGF.jpg,runway_diagrams/cleaned/KSGF.jpg,ok,,"0,0,415,414"
KSGJ,St Augustine,St Augustine,FL,USA,https://acukwik.com/Airport-Info/KSGJ,https://acukwik.com/extimages/Listing-Images/KSGJ.jpg,runway_diagrams/raw/KSGJ.jpg,runway_diagrams/cleaned/KSGJ.jpg,ok,,"0,0,575,650"
KSGR,Sugar Land Regional,Houston,TX,USA,https://acukwik.com/Airport-Info/KSGR,https://acukwik.com/extimages/Listing-Images/KSGR.jpg,runway_diagrams/raw/KSGR.jpg,runway_diagrams/cleaned/KSGR.jpg,ok,,"0,0,414,360"
KSGU,St George Regional,St George,UT,USA,https://acukwik.com/Airport-Info/KSGU,https://acukwik.com/extimages/Listing-Images/KSGU.jpg,runway_diagrams/raw/KSGU.jpg,runway_diagrams/cleaned/KSGU.jpg,ok,,"0,0,414,324"
KSHD,Shenandoah Valley Regional,Staunton,VA,USA,https://acukwik.com/Airport-Info/KSHD,https://acukwik.com/extimages/Listing-Images/KSHD.jpg,runway_diagrams/raw/KSHD.jpg,runway_diagrams/cleaned/KSHD.jpg,ok,,"0,0,414,396"
KSHV,Shreveport Regional,Shreveport,LA,USA,https://acukwik.com/Airport-Info/KSHV,https://acukwik.com/extimages/Listing-Images/KSHV.jpg,runway_diagrams/raw/KSHV.jpg,runway_diagrams/cleaned/KSHV.jpg,ok,,"0,0,575,600"
KSJC,Norman Y Mineta San Jose International,San Jose,CA,USA,https://acukwik.com/Airport-Info/KSJC,https://acukwik.com/extimages/Listing-Images/KSJC.jpg,runway_diagrams/raw/KSJC.jpg,runway_diagrams/cleaned/KSJC.jpg,ok,,"0,0,575,675"
