icao,airport_name,city,state,country,airport_link,source_url,raw_image,cleaned_image,status,error,crop_bbox
EGPH,Edinburgh International,Edinburgh,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGPH,https://acukwik.com/extimages/Listing-Images/EGPH.jpg,runway_diagrams/raw/EGPH.jpg,runway_diagrams/cleaned/EGPH.jpg,ok,,"0,0,414,306"
EGPK,Glasgow Prestwick,Glasgow,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGPK,https://acukwik.com/extimages/Listing-Images/EGPK.jpg,runway_diagrams/raw/EGPK.jpg,runway_diagrams/cleaned/EGPK.jpg,ok,,"0,0,575,600"
EGSC,Cambridge,Cambridge,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGSC,https://acukwik.com/extimages/Listing-Images/EGSC.jpg,runway_diagrams/raw/EGSC.jpg,runway_diagrams/cleaned/EGSC.jpg,ok,,"0,0,575,500"
EGSH,Norwich International,Norwich,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGSH,https://acukwik.com/extimages/Listing-Images/EGSH.jpg,runway_diagrams/raw/EGSH.jpg,runway_diagrams/cleaned/EGSH.jpg,ok,,"0,0,414,306"
EGSS,London Stansted,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGSS,https://acukwik.com/extimages/Listing-Images/EGSS.jpg,runway_diagrams/raw/EGSS.jpg,runway_diagrams/cleaned/EGSS.jpg,ok,,"0,0,575,500"
EGTK,London Oxford (Kidlington),Oxford,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGTK,https://acukwik.com/extimages/Listing-Images/EGTK.jpg,runway_diagrams/raw/EGTK.jpg,runway_diagrams/cleaned/EGTK.jpg,ok,,"0,0,1000,870"
EGWU,RAF Northolt,London,,UNITED KINGDOM,https://acukwik.com/Airport-Info/EGWU,https://acukwik.com/extimages/Listing-Images/EGWU.jpg,runway_diagrams/raw/EGWU.jpg,runway_diagrams/cleaned/EGWU.jpg,ok,,"0,0,414,306"
EHAM,Amsterdam Schiphol,Amsterdam,,NETHERLANDS,https://acukwik.com/Airport-Info/EHAM,https://acukwik.com/extimages/Listing-Images/EHAM.jpg,runway_diagrams/raw/EHAM.jpg,runway_diagrams/cleaned/EHAM.jpg,ok,,"0,0,414,414"
EHRD,Rotterdam/The Hague,Rotterdam,,NETHERLANDS,https://acukwik.com/Airport-Info/EHRD,https://acukwik.com/extimages/Listing-Images/EHRD.jpg,runway_diagrams/raw/EHRD.jpg,runway_diagrams/cleaned/EHRD.jpg,ok,,"0,0,575,425"
EICK,Cork,Cork,,IRELAND,https://acukwik.com/Airport-Info/EICK,https://acukwik.com/extimages/Listing-Images/EICK.jpg,runway_diagrams/raw/EICK.jpg,runway_diagrams/cleaned/EICK.jpg,ok,,"0,0,414,522"
EIDW,Dublin,Dublin,,IRELAND,https://acukwik.com/Airport-Info/EIDW,https://acukwik.com/extimages/Listing-Images/EIDW.jpg,runway_diagrams/raw/EIDW.jpg,runway_diagrams/cleaned/EIDW.jpg,ok,,"0,0,1000,783"
EINN,Shannon International,Shannon,,IRELAND,https://acukwik.com/Airport-Info/EINN,https://acukwik.com/extimages/Listing-Images/EINN.jpg,runway_diagrams/raw/EINN.jpg,runway_diagrams/cleaned/EINN.jpg,ok,,"0,0,1000,783"
EIWT,Dublin/Weston,Dublin,,IRELAND,https://acukwik.com/Airport-Info/EIWT,https://acukwik.com/extimages/Listing-Images/EIWT.jpg,runway_diagrams/raw/EIWT.jpg,runway_diagrams/cleaned/EIWT.jpg,ok,,"0,0,414,306"
EKCH,Copenhagen/Kastrup,Copenhagen,,DENMARK,https://acukwik.com/Airport-Info/EKCH,https://acukwik.com/extimages/Listing-Images/EKCH.jpg,runway_diagrams/raw/EKCH.jpg,runway_diagrams/cleaned/EKCH.jpg,ok,,"0,0,414,504"
EKRK,Copenhagen/Roskilde,Copenhagen,,DENMARK,https://acukwik.com/Airport-Info/EKRK,https://acukwik.com/extimages/Listing-Images/EKRK.jpg,runway_diagrams/raw/EKRK.jpg,runway_diagrams/cleaned/EKRK.jpg,ok,,"0,0,575,600"
EKSB,Sonderborg,Sonderborg,,DENMARK,https://acukwik.com/Airport-Info/EKSB,https://acukwik.com/extimages/Listing-Images/EKSB.jpg,runway_diagrams/raw/EKSB.jpg,runway_diagrams/cleaned/EKSB.jpg,ok,,"0,0,575,425"
ELLX,Luxembourg,Luxembourg,,LUXEMBOURG,https://acukwik.com/Airport-Info/ELLX,https://acukwik.com/extimages/Listing-Images/ELLX.jpg,runway_diagrams/raw/ELLX.jpg,runway_diagrams/cleaned/ELLX.jpg,ok,,"0,0,575,450"
ENBR,Bergen/Flesland,Bergen,,NORWAY,https://acukwik.com/Airport-Info/ENBR,https://acukwik.com/extimages/Listing-Images/ENBR.jpg,runway_diagrams/raw/ENBR.jpg,runway_diagrams/cleaned/ENBR.jpg,ok,,"0,0,1000,957"
ENGM,Oslo/Gardermoen,Oslo,,NORWAY,https://acukwik.com/Airport-Info/ENGM,https://acukwik.com/extimages/Listing-Images/ENGM.jpg,runway_diagrams/raw/ENGM.jpg,runway_diagrams/cleaned/ENGM.jpg,ok,,"0,0,575,700"
ENTO,Sandefjord/Torp,Sandefjord,,NORWAY,https://acukwik.com/Airport-Info/ENTO,https://acukwik.com/extimages/Listing-Images/ENTO.jpg,runway_diagrams/raw/ENTO.jpg,runway_diagrams/cleaned/ENTO.jpg,ok,,"0,0,1000,1000"
EPGD,Gdansk Lech Walesa,Gdansk,,POLAND,https://acukwik.com/Airport-Info/EPGD,https://acukwik.com/extimages/Listing-Images/EPGD.jpg,runway_diagrams/raw/EPGD.jpg,runway_diagrams/cleaned/EPGD.jpg,ok,,"0,0,575,450"
EPKK,Krakow/Balice John Paul II Intl,Krakow,,POLAND,https://acukwik.com/Airport-Info/EPKK,https://acukwik.com/extimages/Listing-Images/EPKK.jpg,runway_diagrams/raw/EPKK.jpg,runway_diagrams/cleaned/EPKK.jpg,ok,,"0,0,414,306"
EPMO,Warsaw-Modlin,Warsaw,,POLAND,https://acukwik.com/Airport-Info/EPMO,https://acukwik.com/extimages/Listing-Images/EPMO.jpg,runway_diagrams/raw/EPMO.jpg,runway_diagrams/cleaned/EPMO.jpg,ok,,"0,0,414,306"
EPWA,Warsaw Chopin,Warsaw,,POLAND,https://acukwik.com/Airport-Info/EPWA,https://acukwik.com/extimages/Listing-Images/EPWA.jpg,runway_diagrams/raw/EPWA.jpg,runway_diagrams/cleaned/EPWA.jpg,ok,,"0,0,1000,1000"
ESGG,Göteborg/Landvetter,Gothenburg,O,SWEDEN,https://acukwik.com/Airport-Info/ESGG,https://acukwik.com/extimages/Listing-Images/ESGG.jpg,runway_diagrams/raw/ESGG.jpg,runway_diagrams/cleaned/ESGG.jpg,ok,,"0,0,1000,957"
ESMS,Malmo Sturup,Malmo,M,SWEDEN,https://acukwik.com/Airport-Info/ESMS,https://acukwik.com/extimages/Listing-Images/ESMS.jpg,runway_diagrams/raw/ESMS.jpg,runway_diagrams/cleaned/ESMS.jpg,ok,,"0,0,575,625"
ESSA,Stockholm Arlanda,Stockholm,AB,SWEDEN,https://acukwik.com/Airport-Info/ESSA,https://acukwik.com/extimages/Listing-Images/ESSA.jpg,runway_diagrams/raw/ESSA.jpg,runway_diagrams/cleaned/ESSA.jpg,ok,,"0,0,1000,1391"
ESSB,Stockholm City/Bromma,Stockholm,AB,SWEDEN,https://acukwik.com/Airport-Info/ESSB,https://acukwik.com/extimages/Listing-Images/ESSB.jpg,runway_diagrams/raw/ESSB.jpg,runway_diagrams/cleaned/ESSB.jpg,ok,,"0,0,1000,957"
ETAR,Ramstein AB,Ramstein,,GERMANY,https://acukwik.com/Airport-Info/ETAR,https://acukwik.com/extimages/Listing-Images/ETAR.jpg,runway_diagrams/raw/ETAR.jpg,runway_diagrams/cleaned/ETAR.jpg,ok,,"0,0,414,306"
EVLA,Liepaja International,Liepaja,,LATVIA,https://acukwik.com/Airport-Info/EVLA,https://acukwik.com/extimages/Listing-Images/EVLA.jpg,runway_diagrams/raw/EVLA.jpg,runway_diagrams/cleaned/EVLA.jpg,ok,,"0,0,414,306"
EVRA,Riga International,Riga,,LATVIA,https://acukwik.com/Airport-Info/EVRA,https://acukwik.com/extimages/Listing-Images/EVRA.jpg,runway_diagrams/raw/EVRA.jpg,runway_diagrams/cleaned/EVRA.jpg,ok,,"0,0,575,600"
EYVI,Vilnius International,Vilnius,,LITHUANIA,https://acukwik.com/Airport-Info/EYVI,https://acukwik.com/extimages/Listing-Images/EYVI.jpg,runway_diagrams/raw/EYVI.jpg,runway_diagrams/cleaned/EYVI.jpg,ok,,"0,0,414,378"
FACT,Cape Town International,Cape Town,WC,SOUTH AFRICA,https://acukwik.com/Airport-Info/FACT,https://acukwik.com/extimages/Listing-Images/FACT.jpg,runway_diagrams/raw/FACT.jpg,runway_diagrams/cleaned/FACT.jpg,ok,,"0,0,414,378"
FAGM,Johannesburg/Rand,Johannesburg,GT,SOUTH AFRICA,https://acukwik.com/Airport-Info/FAGM,https://acukwik.com/extimages/Listing-Images/FAGM.jpg,runway_diagrams/raw/FAGM.jpg,runway_diagrams/cleaned/FAGM.jpg,ok,,"0,0,414,324"
FALA,Lanseria International,Johannesburg,GT,SOUTH AFRICA,https://acukwik.com/Airport-Info/FALA,https://acukwik.com/extimages/Listing-Images/FALA.jpg,runway_diagrams/raw/FALA.jpg,runway_diagrams/cleaned/FALA.jpg,ok,,"0,0,575,450"
FAOR,Johannesburg/OR Tambo International,Johannesburg,GT,SOUTH AFRICA,https://acukwik.com/Airport-Info/FAOR,https://acukwik.com/extimages/Listing-Images/FAOR.jpg,runway_diagrams/raw/FAOR.jpg,runway_diagrams/cleaned/FAOR.jpg,ok,,"0,0,1000,1587"
FCBB,Brazzaville/Maya Maya International,Brazzaville,,CONGO,https://acukwik.com/Airport-Info/FCBB,https://acukwik.com/extimages/Listing-Images/FCBB.jpg,runway_diagrams/raw/FCBB.jpg,runway_diagrams/cleaned/FCBB.jpg,ok,,"0,0,414,342"
FEFF,M'Poko International,Bangui,,CENTRAL AFRICAN REPUBLIC,https://acukwik.com/Airport-Info/FEFF,https://acukwik.com/extimages/Listing-Images/FEFF.jpg,runway_diagrams/raw/FEFF.jpg,runway_diagrams/cleaned/FEFF.jpg,ok,,"0,0,1000,1152"
FGSL,Malabo Santa Isabel,Malabo,,EQUATORIAL GUINEA,https://acukwik.com/Airport-Info/FGSL,https://acukwik.com/extimages/Listing-Images/FGSL.jpg,runway_diagrams/raw/FGSL.jpg,runway_diagrams/cleaned/FGSL.jpg,ok,,"0,0,414,360"
FIMP,Mauritius - Sir Seewoosagur Ramgoolam Intl,Curepipe,,MAURITIUS,https://acukwik.com/Airport-Info/FIMP,https://acukwik.com/extimages/Listing-Images/FIMP.jpg,runway_diagrams/raw/FIMP.jpg,runway_diagrams/cleaned/FIMP.jpg,ok,,"0,0,1000,739"
FKKD,Douala,Douala,,CAMEROON,https://acukwik.com/Airport-Info/FKKD,https://acukwik.com/extimages/Listing-Images/FKKD.jpg,runway_diagrams/raw/FKKD.jpg,runway_diagrams/cleaned/FKKD.jpg,ok,,"0,0,575,500"
FKYS,Yaounde/Nsimalen,Yaounde,,CAMEROON,https://acukwik.com/Airport-Info/FKYS,https://acukwik.com/extimages/Listing-Images/FKYS.jpg,runway_diagrams/raw/FKYS.jpg,runway_diagrams/cleaned/FKYS.jpg,ok,,"0,0,575,625"
FLHN,Harry Mwaanga Nkumbula Intl Livingstone,Livingstone,,ZAMBIA,https://acukwik.com/Airport-Info/FLHN,https://acukwik.com/extimages/Listing-Images/FLHN.jpg,runway_diagrams/raw/FLHN.jpg,runway_diagrams/cleaned/FLHN.jpg,ok,,"0,0,414,306"
FLKK,Kenneth Kaunda International,Lusaka,,ZAMBIA,https://acukwik.com/Airport-Info/FLKK,https://acukwik.com/extimages/Listing-Images/FLKK.jpg,runway_diagrams/raw/FLKK.jpg,runway_diagrams/cleaned/FLKK.jpg,ok,,"0,0,1000,826"
FLMF,Mfuwe International,Mfuwe,,ZAMBIA,https://acukwik.com/Airport-Info/FLMF,https://acukwik.com/extimages/Listing-Images/FLMF.jpg,runway_diagrams/raw/FLMF.jpg,runway_diagrams/cleaned/FLMF.jpg,ok,,"0,0,414,306"
FLSK,Simon Mwansa Kapwepwe International,Ndola,,ZAMBIA,https://acukwik.com/Airport-Info/FLSK,https://acukwik.com/extimages/Listing-Images/FLSK.jpg,runway_diagrams/raw/FLSK.jpg,runway_diagrams/cleaned/FLSK.jpg,ok,,"0,0,575,425"
FMCH,Prince Said Ibrahim/Moroni Hahaya Intl,Moroni,,COMOROS,https://acukwik.com/Airport-Info/FMCH,https://acukwik.com/extimages/Listing-Images/FMCH.jpg,runway_diagrams/raw/FMCH.jpg,runway_diagrams/cleaned/FMCH.jpg,ok,,"0,0,1000,1043"
FMMI,Antananarivo/Ivato Intl,Antananarivo,,MADAGASCAR,https://acukwik.com/Airport-Info/FMMI,https://acukwik.com/extimages/Listing-Images/FMMI.jpg,runway_diagrams/raw/FMMI.jpg,runway_diagrams/cleaned/FMMI.jpg,ok,,"0,0,414,306"
FNCA,Cabinda International,Cabinda,CAB,ANGOLA,https://acukwik.com/Airport-Info/FNCA,https://acukwik.com/extimages/Listing-Images/FNCA.jpg,runway_diagrams/raw/FNCA.jpg,runway_diagrams/cleaned/FNCA.jpg,ok,,"0,0,414,351"
FNLU,4 de Fevereiro/Luanda,Luanda,LUA,ANGOLA,https://acukwik.com/Airport-Info/FNLU,https://acukwik.com/extimages/Listing-Images/FNLU.jpg,runway_diagrams/raw/FNLU.jpg,runway_diagrams/cleaned/FNLU.jpg,ok,,"0,0,1000,913"
FQMA,Maputo,Maputo,,MOZAMBIQUE,https://acukwik.com/Airport-Info/FQMA,https://acukwik.com/extimages/Listing-Images/FQMA.jpg,runway_diagrams/raw/FQMA.jpg,runway_diagrams/cleaned/FQMA.jpg,ok,,"0,0,414,432"
FSIA,Mahe Island/Seychelles International,Mahe Island,,SEYCHELLES,https://acukwik.com/Airport-Info/FSIA,https://acukwik.com/extimages/Listing-Images/FSIA.jpg,runway_diagrams/raw/FSIA.jpg,runway_diagrams/cleaned/FSIA.jpg,ok,,"0,0,575,425"
FTTJ,Hassan Djamous/Ndjamena,Ndjamena,,CHAD,https://acukwik.com/Airport-Info/FTTJ,https://acukwik.com/extimages/Listing-Images/FTTJ.jpg,runway_diagrams/raw/FTTJ.jpg,runway_diagrams/cleaned/FTTJ.jpg,ok,,"0,0,414,324"
FVRG,Harare/Robert Gabriel Mugabe International,Harare,,ZIMBABWE,https://acukwik.com/Airport-Info/FVRG,https://acukwik.com/extimages/Listing-Images/FVRG.jpg,runway_diagrams/raw/FVRG.jpg,runway_diagrams/cleaned/FVRG.jpg,ok,,"0,0,414,396"
FZAA,Kinshasa/N'Djili International,Kinshasa,KN,DEMOCRATIC REPUBLIC OF CONGO,https://acukwik.com/Airport-Info/FZAA,https://acukwik.com/extimages/Listing-Images/FZAA.jpg,runway_diagrams/raw/FZAA.jpg,runway_diagrams/cleaned/FZAA.jpg,ok,,"0,0,414,306"
FZQA,Lubumbashi/Luano Intl,Lubumbashi,HK,DEMOCRATIC REPUBLIC OF CONGO,https://acukwik.com/Airport-Info/FZQA,https://acukwik.com/extimages/Listing-Images/FZQA.jpg,runway_diagrams/raw/FZQA.jpg,runway_diagrams/cleaned/FZQA.jpg,ok,,"0,0,414,306"
GABS,Bamako/Modibo Keïta Intl (Senou),Bamako,,MALI,https://acukwik.com/Airport-Info/GABS,https://acukwik.com/extimages/Listing-Images/GABS.jpg,runway_diagrams/raw/GABS.jpg,runway_diagrams/cleaned/GABS.jpg,ok,,"0,0,414,324"
GLRB,Roberts International,Monrovia,,LIBERIA,https://acukwik.com/Airport-Info/GLRB,https://acukwik.com/extimages/Listing-Images/GLRB.jpg,runway_diagrams/raw/GLRB.jpg,runway_diagrams/cleaned/GLRB.jpg,ok,,"0,0,1000,1109"
GMAD,Agadir/Al Massira,Agadir,,MOROCCO,https://acukwik.com/Airport-Info/GMAD,https://acukwik.com/extimages/Listing-Images/GMAD.jpg,runway_diagrams/raw/GMAD.jpg,runway_diagrams/cleaned/GMAD.jpg,ok,,"0,0,414,306"
GMME,Rabat Salé/1st Royal AB,Rabat,,MOROCCO,https://acukwik.com/Airport-Info/GMME,https://acukwik.com/extimages/Listing-Images/GMME.jpg,runway_diagrams/raw/GMME.jpg,runway_diagrams/cleaned/GMME.jpg,ok,,"0,0,575,550"
GMMH,Dakhla International,Dakhla,,MOROCCO,https://acukwik.com/Airport-Info/GMMH,https://acukwik.com/extimages/Listing-Images/GMMH.jpg,runway_diagrams/raw/GMMH.jpg,runway_diagrams/cleaned/GMMH.jpg,ok,,"0,0,414,396"
GMMN,Casablanca/Mohammed V Intl,Casablanca,,MOROCCO,https://acukwik.com/Airport-Info/GMMN,https://acukwik.com/extimages/Listing-Images/GMMN.jpg,runway_diagrams/raw/GMMN.jpg,runway_diagrams/cleaned/GMMN.jpg,ok,,"0,0,1000,1217"
GMMX,Marrakech/Menara,Marrakech,,MOROCCO,https://acukwik.com/Airport-Info/GMMX,https://acukwik.com/extimages/Listing-Images/GMMX.jpg,runway_diagrams/raw/GMMX.jpg,runway_diagrams/cleaned/GMMX.jpg,ok,,"0,0,1000,826"
GMTT,Ibn Batouta Intl,Tanger,,MOROCCO,https://acukwik.com/Airport-Info/GMTT,https://acukwik.com/extimages/Listing-Images/GMTT.jpg,runway_diagrams/raw/GMTT.jpg,runway_diagrams/cleaned/GMTT.jpg,ok,,"0,0,1000,739"
GOBD,Dakar/Blaise Diagne (Diass) International,Dakar,,SENEGAL,https://acukwik.com/Airport-Info/GOBD,https://acukwik.com/extimages/Listing-Images/GOBD.jpg,runway_diagrams/raw/GOBD.jpg,runway_diagrams/cleaned/GOBD.jpg,ok,,"0,0,575,600"
GOOY,Dakar/Leopold Sedar Senghor Intl,Dakar-Yoff,,SENEGAL,https://acukwik.com/Airport-Info/GOOY,https://acukwik.com/extimages/Listing-Images/GOOY.jpg,runway_diagrams/raw/GOOY.jpg,runway_diagrams/cleaned/GOOY.jpg,ok,,"0,0,575,600"
GQNO,Nouakchott Oumtounsy International,Nouakchott,,MAURITANIA,https://acukwik.com/Airport-Info/GQNO,https://acukwik.com/extimages/Listing-Images/GQNO.jpg,runway_diagrams/raw/GQNO.jpg,runway_diagrams/cleaned/GQNO.jpg,ok,,"0,0,1000,804"
GUCY,Conakry Gbessia,Conakry,,GUINEA,https://acukwik.com/Airport-Info/GUCY,https://acukwik.com/extimages/Listing-Images/GUCY.jpg,runway_diagrams/raw/GUCY.jpg,runway_diagrams/cleaned/GUCY.jpg,ok,,"0,0,575,425"
GVAC,Sal/Amilcar Cabral International,Espargos,,CAPE VERDE,https://acukwik.com/Airport-Info/GVAC,https://acukwik.com/extimages/Listing-Images/GVAC.jpg,runway_diagrams/raw/GVAC.jpg,runway_diagrams/cleaned/GVAC.jpg,ok,,"0,0,1000,848"
GVNP,Praia/Nelson Mandela Intl,Praia,,CAPE VERDE,https://acukwik.com/Airport-Info/GVNP,https://acukwik.com/extimages/Listing-Images/GVNP.jpg,runway_diagrams/raw/GVNP.jpg,runway_diagrams/cleaned/GVNP.jpg,ok,,"0,0,1000,804"
HAAB,Addis Ababa Bole International,Addis Ababa,,ETHIOPIA,https://acukwik.com/Airport-Info/HAAB,https://acukwik.com/extimages/Listing-Images/HAAB.jpg,runway_diagrams/raw/HAAB.jpg,runway_diagrams/cleaned/HAAB.jpg,ok,,"0,0,1000,783"
HCMM,Mogadishu/Aden Adde International,Mogadishu,,SOMALIA,https://acukwik.com/Airport-Info/HCMM,https://acukwik.com/extimages/Listing-Images/HCMM.jpg,runway_diagrams/raw/HCMM.jpg,runway_diagrams/cleaned/HCMM.jpg,ok,,"0,0,575,450"
HDAM,Djibouti-Ambouli Intl,Djibouti,,DJIBOUTI,https://acukwik.com/Airport-Info/HDAM,https://acukwik.com/extimages/Listing-Images/HDAM.jpg,runway_diagrams/raw/HDAM.jpg,runway_diagrams/cleaned/HDAM.jpg,ok,,"0,0,1000,739"
HEAL,El Alamein International,El Alamein,,EGYPT,https://acukwik.com/Airport-Info/HEAL,https://acukwik.com/extimages/Listing-Images/HEAL.jpg,runway_diagrams/raw/HEAL.jpg,runway_diagrams/cleaned/HEAL.jpg,ok,,"0,0,1000,870"
HEAR,El Arish,El Arish,,EGYPT,https://acukwik.com/Airport-Info/HEAR,https://acukwik.com/extimages/Listing-Images/HEAR.jpg,runway_diagrams/raw/HEAR.jpg,runway_diagrams/cleaned/HEAR.jpg,ok,,"0,0,1000,957"
HECA,Cairo International,Cairo,,EGYPT,https://acukwik.com/Airport-Info/HECA,https://acukwik.com/extimages/Listing-Images/HECA.jpg,runway_diagrams/raw/HECA.jpg,runway_diagrams/cleaned/HECA.jpg,ok,,"0,0,1000,1130"
HEGN,Hurghada International,Hurghada,,EGYPT,https://acukwik.com/Airport-Info/HEGN,https://acukwik.com/extimages/Listing-Images/HEGN.jpg,runway_diagrams/raw/HEGN.jpg,runway_diagrams/cleaned/HEGN.jpg,ok,,"0,0,1000,1174"
HELX,Luxor International,Luxor,,EGYPT,https://acukwik.com/Airport-Info/HELX,https://acukwik.com/extimages/Listing-Images/HELX.jpg,runway_diagrams/raw/HELX.jpg,runway_diagrams/cleaned/HELX.jpg,ok,,"0,0,1000,826"
HESH,Sharm El Sheikh International,Sharm El Sheikh,,EGYPT,https://acukwik.com/Airport-Info/HESH,https://acukwik.com/extimages/Listing-Images/HESH.jpg,runway_diagrams/raw/HESH.jpg,runway_diagrams/cleaned/HESH.jpg,ok,,"0,0,415,432"
HESN,Aswan International/Aswan AB,Aswan,,EGYPT,https://acukwik.com/Airport-Info/HESN,https://acukwik.com/extimages/Listing-Images/HESN.jpg,runway_diagrams/raw/HESN.jpg,runway_diagrams/cleaned/HESN.jpg,ok,,"0,0,1000,1174"
HHAS,Asmara International,Asmara,,ERITREA,https://acukwik.com/Airport-Info/HHAS,https://acukwik.com/extimages/Listing-Images/HHAS.jpg,runway_diagrams/raw/HHAS.jpg,runway_diagrams/cleaned/HHAS.jpg,ok,,"0,0,1000,804"
HJJJ,Juba,Juba,,SOUTH SUDAN,https://acukwik.com/Airport-Info/HJJJ,https://acukwik.com/extimages/Listing-Images/HJJJ.jpg,runway_diagrams/raw/HJJJ.jpg,runway_diagrams/cleaned/HJJJ.jpg,ok,,"0,0,575,550"
HKJK,Nairobi Jomo Kenyatta International,Nairobi,,KENYA,https://acukwik.com/Airport-Info/HKJK,https://acukwik.com/extimages/Listing-Images/HKJK.jpg,runway_diagrams/raw/HKJK.jpg,runway_diagrams/cleaned/HKJK.jpg,ok,,"0,0,1000,957"
HKMO,Moi International,Mombasa,,KENYA,https://acukwik.com/Airport-Info/HKMO,https://acukwik.com/extimages/Listing-Images/HKMO.jpg,runway_diagrams/raw/HKMO.jpg,runway_diagrams/cleaned/HKMO.jpg,ok,,"0,0,414,486"
HLLB,Benina,Benghazi,,LIBYA,https://acukwik.com/Airport-Info/HLLB,https://acukwik.com/extimages/Listing-Images/HLLB.jpg,runway_diagrams/raw/HLLB.jpg,runway_diagrams/cleaned/HLLB.jpg,ok,,"0,0,414,414"
HLLM,Mitiga International,Tripoli,,LIBYA,https://acukwik.com/Airport-Info/HLLM,https://acukwik.com/extimages/Listing-Images/HLLM.jpg,runway_diagrams/raw/HLLM.jpg,runway_diagrams/cleaned/HLLM.jpg,ok,,"0,0,1000,783"
HLLQ,Al Abraq (Labraq)/El Beida,Al Bayda,,LIBYA,https://acukwik.com/Airport-Info/HLLQ,https://acukwik.com/extimages/Listing-Images/HLLQ.jpg,runway_diagrams/raw/HLLQ.jpg,runway_diagrams/cleaned/HLLQ.jpg,ok,,"0,0,414,306"
HLLT,Tripoli International,Tripoli,,LIBYA,https://acukwik.com/Airport-Info/HLLT,https://acukwik.com/extimages/Listing-Images/HLLT.jpg,runway_diagrams/raw/HLLT.jpg,runway_diagrams/cleaned/HLLT.jpg,ok,,"0,0,1000,826"
HLTQ,Tobruk,Tobruk,,LIBYA,https://acukwik.com/Airport-Info/HLTQ,https://acukwik.com/extimages/Listing-Images/HLTQ.jpg,runway_diagrams/raw/HLTQ.jpg,runway_diagrams/cleaned/HLTQ.jpg,ok,,"0,0,575,550"
HRYR,Kigali International,Kigali,,RWANDA,https://acukwik.com/Airport-Info/HRYR,https://acukwik.com/extimages/Listing-Images/HRYR.jpg,runway_diagrams/raw/HRYR.jpg,runway_diagrams/cleaned/HRYR.jpg,ok,,"0,0,1000,739"
HSPN,Port Sudan New International,Port Sudan,,SUDAN,https://acukwik.com/Airport-Info/HSPN,https://acukwik.com/extimages/Listing-Images/HSPN.jpg,runway_diagrams/raw/HSPN.jpg,runway_diagrams/cleaned/HSPN.jpg,ok,,"0,0,1000,826"
HSSK,Khartoum International,Khartoum,,SUDAN,https://acukwik.com/Airport-Info/HSSK,https://acukwik.com/extimages/Listing-Images/HSSK.jpg,runway_diagrams/raw/HSSK.jpg,runway_diagrams/cleaned/HSSK.jpg,ok,,"0,0,414,414"
HTDA,Dar Es Salaam/Julius Nyerere Intl,Dar Es Salaam,,TANZANIA,https://acukwik.com/Airport-Info/HTDA,https://acukwik.com/extimages/Listing-Images/HTDA.jpg,runway_diagrams/raw/HTDA.jpg,runway_diagrams/cleaned/HTDA.jpg,ok,,"0,0,575,450"
HTKJ,Kilimanjaro International,Kilimanjaro,,TANZANIA,https://acukwik.com/Airport-Info/HTKJ,https://acukwik.com/extimages/Listing-Images/HTKJ.jpg,runway_diagrams/raw/HTKJ.jpg,runway_diagrams/cleaned/HTKJ.jpg,ok,,"0,0,414,306"
HTMW,Mwanza,Mwanza,,TANZANIA,https://acukwik.com/Airport-Info/HTMW,https://acukwik.com/extimages/Listing-Images/HTMW.jpg,runway_diagrams/raw/HTMW.jpg,runway_diagrams/cleaned/HTMW.jpg,ok,,"0,0,1000,739"
HUEN,Entebbe International,Kampala,,UGANDA,https://acukwik.com/Airport-Info/HUEN,https://acukwik.com/extimages/Listing-Images/HUEN.jpg,runway_diagrams/raw/HUEN.jpg,runway_diagrams/cleaned/HUEN.jpg,ok,,"0,0,575,538"
KAAO,Wichita Col James Jabara,Wichita,KS,USA,https://acukwik.com/Airport-Info/KAAO,https://acukwik.com/extimages/Listing-Images/KAAO.jpg,runway_diagrams/raw/KAAO.jpg,runway_diagrams/cleaned/KAAO.jpg,ok,,"0,0,575,625"
KABE,Lehigh Valley International,Allentown,PA,USA,https://acukwik.com/Airport-Info/KABE,https://acukwik.com/extimages/Listing-Images/KABE.jpg,runway_diagrams/raw/KABE.jpg,runway_diagrams/cleaned/KABE.jpg,ok,,"0,0,575,550"
KABI,Abilene Regional,Abilene,TX,USA,https://acukwik.com/Airport-Info/KABI,https://acukwik.com/extimages/Listing-Images/KABI.jpg,runway_diagrams/raw/KABI.jpg,runway_diagrams/cleaned/KABI.jpg,ok,,"0,0,575,725"
KABQ,Albuquerque/Sunport International,Albuquerque,NM,USA,https://acukwik.com/Airport-Info/KABQ,https://acukwik.com/extimages/Listing-Images/KABQ.jpg,runway_diagrams/raw/KABQ.jpg,runway_diagrams/cleaned/KABQ.jpg,ok,,"0,0,575,550"
KABR,Aberdeen Regional,Aberdeen,SD,USA,https://acukwik.com/Airport-Info/KABR,https://acukwik.com/extimages/Listing-Images/KABR.jpg,runway_diagrams/raw/KABR.jpg,runway_diagrams/cleaned/KABR.jpg,ok,,"0,0,414,468"
